82.2,37.8215351,-122.4288642,37.8210382,-122.4284179
82.4,37.8215604,-122.428839,37.821063,-122.4283891
82.6,37.8215857,-122.4288141,37.821088,-122.4283604
82.8,37.821611,-122.4287892,37.8211129,-122.4283319
83,37.8216362,-122.4287643,37.8211377,-122.4283031
83.2,37.8216615,-122.4287391,37.8211626,-122.428274
83.4,37.8216863,-122.4287135,37.8211872,-122.4282448
83.6,37.8217105,-122.4286869,37.8212114,-122.4282152
83.8,37.8217343,-122.4286599,37.8212356,-122.4281855
84,37.8217578,-122.4286326,37.8212595,-122.4281553
84.2,37.8217815,-122.4286055,37.8212833,-122.4281246
84.4,37.8218049,-122.4285784,37.8213066,-122.4280939
84.6,37.8218281,-122.4285511,37.8213299,-122.428063
84.8,37.8218511,-122.4285235,37.8213533,-122.4280323
85,37.8218738,-122.4284955,37.821377,-122.4280023
85.2,37.8218961,-122.4284669,37.8214011,-122.4279727
85.4,37.821918,-122.428438,37.8214248,-122.4279431
85.6,37.8219393,-122.4284088,37.8214487,-122.427914
85.8,37.8219599,-122.4283789,37.8214731,-122.4278861
86,37.82198,-122.4283486,37.8214974,-122.4278584
86.2,37.8219995,-122.4283176,37.8215222,-122.427831
86.4,37.8220182,-122.4282864,37.8215468,-122.4278037
86.6,37.8220365,-122.428255,37.821571,-122.4277761
86.8,37.822054,-122.428223,37.8215948,-122.427748
87,37.8220702,-122.4281901,37.8216183,-122.4277196
87.2,37.8220854,-122.4281565,37.8216417,-122.4276907
87.4,37.8220992,-122.4281224,37.8216645,-122.4276616
87.6,37.8221113,-122.4280875,37.821687,-122.4276327
87.8,37.8221222,-122.4280524,37.8217093,-122.4276039
88,37.8221318,-122.4280171,37.8217314,-122.4275749
88.2,37.8221396,-122.4279816,37.8217535,-122.4275457
88.4,37.822146,-122.4279462,37.8217749,-122.4275171
88.6,37.8221517,-122.4279108,37.8217958,-122.4274886
88.8,37.8221568,-122.4278756,37.8218161,-122.4274598
89,37.8221608,-122.4278407,37.8218357,-122.4274309
89.2,37.8221639,-122.427806,37.8218546,-122.4274012
89.4,37.8221666,-122.4277717,37.8218729,-122.4273714
89.6,37.8221691,-122.4277378,37.8218905,-122.4273415
89.8,37.8221703,-122.4277042,37.8219075,-122.4273113
90,37.8221711,-122.4276708,37.821924,-122.4272811
90.2,37.8221712,-122.4276377,37.8219397,-122.4272502
90.4,37.8221706,-122.4276048,37.8219546,-122.4272191
90.6,37.8221696,-122.4275719,37.8219684,-122.4271874
90.8,37.8221687,-122.4275389,37.821981,-122.4271552
91,37.8221676,-122.427506,37.8219927,-122.4271228
91.2,37.822166,-122.4274731,37.8220035,-122.4270901
91.4,37.8221636,-122.4274403,37.8220137,-122.4270579
91.6,37.8221605,-122.4274076,37.8220233,-122.4270255
91.8,37.8221568,-122.4273749,37.8220318,-122.4269931
92,37.8221523,-122.4273423,37.8220387,-122.4269604
92.2,37.8221473,-122.4273096,37.8220432,-122.4269271
92.4,37.8221418,-122.427277,37.8220451,-122.4268945
92.6,37.8221358,-122.4272445,37.8220453,-122.4268622
92.8,37.8221291,-122.4272121,37.8220449,-122.4268297
93,37.8221223,-122.4271797,37.8220448,-122.4267973
93.2,37.8221161,-122.4271467,37.8220434,-122.4267648
93.4,37.8221105,-122.4271133,37.8220417,-122.4267342
93.6,37.8221051,-122.4270796,37.8220387,-122.4267022
93.8,37.8220996,-122.4270456,37.822034,-122.426671
94,37.8220935,-122.4270115,37.8220281,-122.4266403
94.2,37.822087,-122.4269772,37.8220217,-122.4266097
94.4,37.8220797,-122.426943,37.8220152,-122.4265792
94.6,37.8220714,-122.4269091,37.8220082,-122.4265489
94.8,37.8220625,-122.4268752,37.8220007,-122.4265188
95,37.822054,-122.426841,37.8219923,-122.4264892
95.2,37.8220461,-122.4268063,37.821983,-122.42646
95.4,37.8220385,-122.4267711,37.8219735,-122.4264309
95.6,37.8220313,-122.4267357,37.8219638,-122.4264019
